Stock Index,Stock Price
AC3350,119.63185565417555
AC3351,774.7737599702632
AC3352,57.81198863937906
AC3353,387.0109926072578
AC3354,263.7950843105806
AC3355,617.4707130204547
AC3356,243.18076944632435
AC3357,630.0092618137041
AC3358,1601.2131624107478
AC3359,1307.4185800417606
AC3360,1179.859092067086
AC3361,247.19039562143018
AC3362,354.7707885141708
AC3363,471.6759349608224
AC3364,369.9999907312268
AC3365,100.54748392274746
AC3366,351.32857821226776
AC3367,251.22343800151728
AC3368,806.4829008689445
AC3369,302.5983181704318
AC3370,561.574707138343
AC3371,386.1638252642611
AC3372,475.26571462631773
AC3373,248.91307475419507
AC3374,341.2363009437417
AC3375,1081.2978245680083
AC3376,441.61951829774546
AC3377,189.10726726999377
AC3378,374.9191974857754
AC3379,624.2536150920222
AC3380,150.96407729050486
AC3381,413.3146592906269
AC3382,595.0605754424746
AC3383,145.73638274579105
AC3384,238.78913136606417
AC3385,246.44339860955506
AC3386,104.97475431290707
AC3387,283.51297826259287
AC3388,1632.6781549524683
AC3389,244.9464199020254
AC3390,261.3679992457521
AC3391,842.2147672443097
AC3392,629.0355444665078
AC3393,452.56617516773264
AC3394,510.02147865281967
AC3395,1446.3819553325854
AC3396,65.57747755000628
AC3397,675.3403082983734
AC3398,417.150870669417
AC3399,72.68265839105506
AC3400,181.52356268152525
AC3401,131.14567253226627
AC3402,467.86004951637744
AC3403,279.61590631303176
AC3404,84.82207461804762
AC3405,114.02145341696898
AC3406,294.45371795091137
AC3407,166.48989052963896
AC3408,706.4236522645672
AC3409,1227.33712649626
AC3410,953.326893217232
AC3411,996.9277114025406
AC3412,1522.2858654469608
AC3413,169.62108092985088
AC3414,318.30822974566445
AC3415,205.4296596584798
AC3416,552.1757272515601
AC3417,873.9419268733584
AC3418,150.42349075186425
AC3419,1354.4831267369884
AC3420,207.7489259036331
AC3421,211.08742585585009
AC3422,855.102423314528
AC3423,102.86260094247517
AC3424,1150.0447895735247
AC3425,223.700330306812
AC3426,77.94566243943834
AC3427,347.4537827570546
AC3428,757.2823310715648
AC3429,750.7581591951573
AC3430,330.35771280164903
AC3431,479.83787104431156
AC3432,508.08526561127377
AC3433,203.5313692894239
AC3434,861.0169534382717
AC3435,1112.434714780543
AC3436,440.72134813452595
AC3437,125.10195568460104
AC3438,1521.787178599525
AC3439,169.4132950918573
AC3440,1252.9261112929225
AC3441,429.3108226242213
AC3442,42.008929860432616
AC3443,620.3409986917799
AC3444,162.05059392375745
AC3445,120.47479255159311
AC3446,759.6300382156118
AC3447,907.5671953862653
AC3448,145.5962673080201
AC3449,1118.459692273974
AC3450,209.10748066785754
AC3451,1053.8956161979193
AC3452,723.6938151784842
AC3453,645.5295445754639
AC3454,70.59134095274537
AC3455,727.9871872331458
AC3456,165.0797523271465
AC3457,618.6556805754103
AC3458,731.3715173266975
AC3459,1790.1000620326924
AC3460,522.1240770583835
AC3461,581.7715880583628
AC3462,479.22086671147264
AC3463,1270.504298501992
AC3464,275.46128949884536
AC3465,600.4203223458848
AC3466,157.6179822886865
AC3467,157.22597371343028
AC3468,1401.8817421148647
AC3469,283.6753282946779
AC3470,346.70503333155904
AC3471,679.6827936224518
AC3472,214.3102987544038
AC3473,405.5332503683466
AC3474,432.1904502503542
AC3475,93.59223615330725
AC3476,538.7030730226797
AC3477,842.4420536351408
AC3478,120.83054411534675
AC3479,203.50830345010698
AC3480,146.12704830442925
AC3481,1123.504257814794
AC3482,391.7574490920973
AC3483,1012.3586113197696
AC3484,927.9894757201789
AC3485,803.0936049043947
AC3486,104.8341224684835
AC3487,234.9877232936579
AC3488,1739.706152928288
AC3489,815.2911145094293
AC3490,1573.4884473320333
AC3491,246.10388234429018
AC3492,957.1274576154944
AC3493,69.17277411813934
AC3494,1022.6040676938867
AC3495,134.6981739303324
AC3496,1316.2923884607326
AC3497,420.8651501148668
AC3498,53.35906091228025
AC3499,377.4535655119253
AC3500,99.95500712409952
AC3501,259.91028969660584
AC3502,253.41191203887226
AC3503,303.00417227039037
AC3504,1131.6504972686955
AC3505,1151.8747498309901
AC3506,457.47291117032165
AC3507,852.6566114900703
AC3508,925.4623129219543
AC3509,385.72949050957993
AC3510,1237.4857615684273
AC3511,1005.0048487070607
AC3512,979.8814702702439
AC3513,542.9902880841869
AC3514,172.92230500175305
AC3515,912.5820484937583
AC3516,549.1104997594275
AC3517,501.03224488181763
AC3518,565.7296581338964
AC3519,982.4233845896342
AC3520,1770.0857764792263
AC3521,737.2387679022103
AC3522,1198.9460716901638
AC3523,1008.4588045371491
AC3524,1178.3414288183556
AC3525,797.8165427560509
AC3526,455.4488881923236
AC3527,100.80196898669317
AC3528,86.13357894280131
AC3529,996.0998507501813
AC3530,512.0843379867647
AC3531,602.3408086581571
AC3532,810.3273978317882
AC3533,530.443938736484
AC3534,799.0984639914675
AC3535,901.5121582176416
AC3536,241.98778594708494
AC3537,125.87878241547729
AC3538,820.9798992018058
AC3539,1236.439687033772
AC3540,360.910362578085
AC3541,524.604214444924
AC3542,312.79523907298164
AC3543,1047.3173837460072
AC3544,421.28840643766495
AC3545,646.2611725994336
AC3546,637.6437533627964
AC3547,595.3625143753145
AC3548,84.82736912918675
AC3549,1635.4585569659112
AC3550,808.9209062831036
AC3551,649.4796713425899
AC3552,334.4610754727561
AC3553,901.5821150267669
AC3554,292.1869473818795
AC3555,213.72611850602922
AC3556,1059.5522841511715
AC3557,641.0960654019949
AC3558,1278.6178627890363
AC3559,528.6237298552568
AC3560,161.4686826979461
AC3561,182.8173520562796
AC3562,781.0977115716134
AC3563,1085.5656698364996
AC3564,1469.6328198496271
AC3565,712.2195329055747
AC3566,301.13842510841766
AC3567,217.8265689538465
AC3568,142.516659546658
AC3569,335.9658959766091
AC3570,782.1566844605043
AC3571,602.6919203762834
AC3572,483.2326889283494
AC3573,1292.9880727513714
AC3574,675.184376487284
AC3575,170.308672933046
AC3576,562.1323082960453
AC3577,1691.776567906436
AC3578,92.29100727222603
AC3579,1478.7246772924136
AC3580,125.42308828294587
AC3581,95.24640381049109
AC3582,243.8621952766748
AC3583,688.787979475044
AC3584,184.55973940602038
AC3585,100.98237443725965
AC3586,412.8794210976324
AC3587,31.05904150956257
AC3588,215.56502321594195
AC3589,167.23218389420654
AC3590,283.8093834752455
AC3591,360.61094185189523
AC3592,293.61941549818545
AC3593,63.95591361065554
AC3594,126.82102390421342
AC3595,378.80812244005733
AC3596,803.1966603550488
AC3597,87.43976700913183
AC3598,215.6556394058085
AC3599,1188.6563274601876
AC3600,1262.6520591023866
AC3601,979.179249065832
AC3602,766.3993044334458
AC3603,1676.8403782152784
AC3604,288.5130906488403
AC3605,788.8570799278807
AC3606,1199.3300054772062
AC3607,38.772540185339345
AC3608,1044.637146650703
AC3609,500.88696449541186
AC3610,206.1854174081284
AC3611,758.4185420181805
AC3612,105.89377003468775
AC3613,1219.1331122316549
AC3614,459.87664871670836
AC3615,451.6894719509645
AC3616,293.4619698889518
AC3617,1284.102112490262
AC3618,126.68728976503773
AC3619,250.72661548580393
AC3620,240.30908225069834
AC3621,819.3481621043591
AC3622,286.51896914333855
AC3623,310.0791432010476
AC3624,705.8256785850352
AC3625,247.8722119029411
AC3626,103.95115511747433
AC3627,652.0395956236802
AC3628,59.235320908049815
AC3629,64.0258488946754
AC3630,599.41347655939
AC3631,50.90036042196432
AC3632,173.66966852823373
AC3633,282.4412900163515
AC3634,1448.4382011517514
AC3635,286.2917464440323
AC3636,1187.9590015871252
AC3637,352.9242987586505
AC3638,1002.9278364468389
AC3639,214.16516062021785
AC3640,904.0305932760189
AC3641,550.5408782188019
AC3642,113.12385895538449
AC3643,613.699305704148
AC3644,733.5448380823718
AC3645,1141.5928965246428
AC3646,671.9256660827757
AC3647,374.9870375212268
AC3648,224.20538940114298
AC3649,408.0888050322275
AC3650,684.6595933249465
AC3651,1329.2714660214772
AC3652,358.6193970112828
AC3653,590.9670334450269
AC3654,1203.3743976092162
AC3655,380.0012778963468
AC3656,355.3203081070441
AC3657,916.6636634219723
AC3658,897.1100995372054
AC3659,539.3598744906668
AC3660,141.54757440421227
AC3661,140.85241617335004
AC3662,303.523295225031
AC3663,773.7429679591493
AC3664,425.65951295046136
AC3665,861.3270531825927
AC3666,403.9082995665475
AC3667,628.405894699263
AC3668,1281.620522231464
AC3669,1182.3378628930557
AC3670,418.75453875362234
AC3671,96.73939232121016
AC3672,356.27517862317757
AC3673,887.0848709751589
AC3674,909.5116274634654
AC3675,596.4026694029443
AC3676,1358.5119732295411
AC3677,1092.4558146768532
AC3678,1217.5234038058331
AC3679,417.1404544432791
AC3680,665.1001498206119
AC3681,587.0204292106382
AC3682,255.98021491550068
AC3683,547.4376917116763
AC3684,472.9825133250295
AC3685,147.65766183453266
AC3686,273.64337272294404
AC3687,804.1478652995135
AC3688,231.50129073992034
AC3689,787.4486357868581
AC3690,656.7653384790507
AC3691,487.7539145861945
AC3692,187.73605150318082
AC3693,161.15490154043252
AC3694,230.4055908429315
AC3695,213.15664283373602
AC3696,104.3425232766012
AC3697,333.0985483398579
AC3698,155.99665780663182
AC3699,121.52319685502708
AC3700,1157.329594370726
AC3701,246.1176190980437
AC3702,441.5869337396736
AC3703,186.78399162351448
AC3704,279.2782011540192
AC3705,676.5527017649872
AC3706,645.1335559652135
AC3707,1536.7013541982994
AC3708,1231.7186495088474
AC3709,515.5053387876666
AC3710,123.9371946012213
AC3711,1051.7223126246904
AC3712,318.6354121146811
AC3713,957.4074720954145
AC3714,1491.6266460960555
AC3715,1339.839182965357
AC3716,210.03434557404867
AC3717,826.5646711387108
AC3718,1366.8760511228206
AC3719,1048.950138181972
AC3720,104.5214251818886
AC3721,322.1936369788662
AC3722,1534.5789449987597
AC3723,584.67498247996
AC3724,81.87057003327062
AC3725,955.4741454393352
AC3726,103.57578835326431
AC3727,591.0313395929506
AC3728,305.89142057925386
AC3729,351.2439248266008
AC3730,582.0691130907674
AC3731,986.025669786251
AC3732,544.3290279194609
AC3733,158.7692200493659
AC3734,467.2917402484469
AC3735,356.039683403365
AC3736,719.2372583461067
AC3737,508.03780021021976
AC3738,358.32101890068526
AC3739,68.7191885151208
AC3740,364.5482785715769
AC3741,764.451646441243
AC3742,712.4590252708261
AC3743,826.0921301184499
AC3744,66.26388162561945
AC3745,99.964335268477
AC3746,339.21877942055244
AC3747,410.72727193239126
AC3748,100.58078283106941
AC3749,501.7733392332527
AC3750,1471.7593774706484
AC3751,53.750954785581605
AC3752,88.3710371604442
AC3753,355.96750627797536
AC3754,654.6923617759522
AC3755,67.80411892686578
AC3756,344.809040692855
AC3757,573.5929903753902
AC3758,533.8325272704589
AC3759,543.891060559142
AC3760,221.04607667212187
AC3761,444.1734256617191
AC3762,510.5077965719573
AC3763,895.9816936695978
AC3764,456.5567917715687
AC3765,291.2730536152417
AC3766,459.85453156236076
AC3767,79.11191802744196
AC3768,1052.085239943017
AC3769,1116.6909026352191
AC3770,134.65698204275492
AC3771,683.0483125056787
AC3772,447.741309216629
AC3773,88.86390352145045
AC3774,257.0113438089155
AC3775,41.74052381387683
AC3776,287.75891394138364
AC3777,96.46838050414851
AC3778,889.6583001340067
AC3779,1749.944149200408
AC3780,106.41585052943371
AC3781,655.4753871419356
AC3782,113.72593346009268
AC3783,625.1961905089164
AC3784,286.43385365545623
AC3785,369.7490899934346
AC3786,401.7188800743271
AC3787,239.67354767171435
AC3788,735.6020769045383
AC3789,1470.5459664978098
AC3790,909.6445534681213
AC3791,190.84454080489917
AC3792,890.3673480784246
AC3793,289.7689787339356
AC3794,860.0133265606265
AC3795,493.9466469964168
AC3796,306.04224172494116
AC3797,112.80887616479318
AC3798,619.7426105244945
AC3799,1062.5278979944621
AC3800,82.25342340617192
AC3801,95.09871886128867
AC3802,233.08725220709096
AC3803,75.87258721104826
AC3804,26.248873988344116
AC3805,30.74792228295934
AC3806,758.5168700039127
AC3807,163.98160786511258
AC3808,1417.487529315665
AC3809,192.23406936028715
AC3810,513.024926312305
AC3811,311.70826331611966
AC3812,565.5566317773004
AC3813,1065.8694135794922
AC3814,791.5350176388686
AC3815,181.89463716838043
AC3816,813.37013506357
AC3817,323.1423283385476
AC3818,1637.7188619833203
AC3819,96.80380952981136
AC3820,141.30149040143067
AC3821,261.3699936991664
AC3822,211.17022312648604
AC3823,437.648953009454
AC3824,430.18014923244425
AC3825,374.4326987696521
AC3826,359.6963423135854
AC3827,569.306184399175
AD1,146.06599240722278
AD2,388.36287871946354
AD3,69.11772476348217
AD4,634.3291681625979
AD5,113.44253336791839
AD6,158.64268491508017
AD7,358.982998602129
AD8,714.6683914206944
AD9,642.8113074369592
AD10,349.34551506436594
AD11,137.16850424762382
AD12,153.6652815858933
AD13,804.1041028853133
AD14,697.5830975748809
AD15,1015.5296138021175
AD16,639.4128405779355
AD17,767.3034974656352
AD18,579.2456400273345
AD19,1541.2271196152014
AD20,199.50228456367253
AD21,826.6342891916668
AD22,1343.946950451844
AD23,1638.999497584864
AD24,319.0182333182691
AD25,741.4787357647754
AD26,546.9665903165172
AD27,356.7938891510085
AD28,268.35192889318205
AD29,764.7375420499967
AD30,1125.188974200704
AD31,271.89064767329086
AD32,410.08861187890056
AD33,495.59124765174954
AD34,229.63866815401062
AD35,663.2989654378258
AD36,201.0536997161278
AD37,41.495232551066216
AD38,1567.5278247385488
AD39,800.7904303287038
AD40,483.36810704345754
AD41,52.337843379779976
AD42,181.45142067693834
AD43,128.49183727059963
AD44,818.0115330272137
AD45,1722.9818194414772
AD46,519.1426482612877
AD47,212.73988608401575
AD48,174.03859052041935
AD49,256.991853642933
AD50,580.7868420569301
AD51,55.16544071323924
AD52,78.5995358551107
AD53,485.849537829371
AD54,132.96819430548354
AD55,602.0169980464559
AD56,1138.7638897918753
AD57,843.2862433159463
AD58,1186.0958653931068
AD59,647.9915317316837
AD60,594.068764468916
AD61,827.091852971746
AD62,1639.1765137438367
AD63,708.0934557589736
AD64,983.2863715522337
AD65,189.4655633292719
AD66,388.13449881141986
AD67,129.42272063017606
AD68,1098.590394376484
AD69,195.77896145050434
AD70,29.667689421169932
AD71,450.3468052192266
AD72,670.5077977167172
AD73,325.138992371382
AD74,217.9544464764693
AD75,783.1228850532771
AD76,1389.7764196078328
AD77,273.0748419530932
AD78,412.20794531371996
AD79,1472.4719255111709
AD80,756.9670281894307
AD81,1165.5913096822449
AD82,607.6074393391348
AD83,102.64129991646737
AD84,496.1878305666313
AD85,1022.4459990115095
AD86,507.9954253743887
AD87,545.0926820817996
AD88,641.1983463288085
AD89,84.6296021369426
AD90,797.3705731075818
AD91,1383.1479669390185
AD92,201.80398879706777
AD93,574.6937977859362
AD94,525.9207466361177
AD95,145.02449181105132
AD96,684.9002711794981
AD97,341.6775044753625
AD98,1083.5768326381353
AD99,41.63956373289167
AD100,815.6880404048903
AD101,217.7547626719717
AD102,103.52895883740149
AD103,163.30717530315763
AD104,254.17697837369445
AD105,961.2600745221891
AD106,873.8117849998357
AD107,1247.2721015826826
AD108,1197.6451323346325
AD109,123.25322470617495
AD110,645.9779115000304
AD111,509.1534677596118
AD112,1167.332782036538
AD113,339.2192001125216
AD114,274.9357608113224
AD115,326.7406523702865
AD116,648.7651304493816
AD117,810.6521980862649
AD118,124.84302936063753
AD119,341.36193659231185
AD120,89.85453652608415
AD121,95.35911345685122
AD122,603.7379635255052
AD123,32.03762753090302
AD124,586.7804769402525
AD125,602.2801004180354
AD126,426.1784188162991
AD127,1274.629510650308
AD128,420.7561305146231
AD129,682.5475864485063
AD130,277.09187786875975
AD131,823.2675144208533
AD132,498.9570108919581
AD133,711.976577209223
AD134,391.30886807634005
AD135,1546.2944396156672
AD136,763.2213889414943
AD137,461.0365696615163
AD138,821.5586782894802
AD139,1521.4804357042979
AD140,400.16180227638165
AD141,79.35910698643951
AD142,799.7927120259287
AD143,132.40277365411438
AD144,128.0895219728092
AD145,179.94186015229147
AD146,1176.9590922387517
AD147,922.2133482997357
AD148,825.1788690950176
AD149,1096.9977153344846
AD150,714.5574152525401
AD151,260.19767873545294
AD152,1122.72840734489
AD153,440.1114229447597
AD154,405.4586650051833
AD155,516.8907121985228
AD156,130.23363858232423
AD157,1313.8877174960726
AD158,387.1683316172266
AD159,784.027629820636
AD160,1198.728596531762
AD161,687.384301885996
AD162,197.87643205478668
AD163,521.3678558448206
AD164,870.8660586239675
AD165,581.7809966991338
AD166,433.37105660535326
AD167,437.14502199574923
AD168,451.1071404382444
AD169,827.109267653969
AD170,93.56671748856957
AD171,706.2558995270771
AD172,248.63181154915398
AD173,615.6509256174413
AD174,662.1306191650274
AD175,334.10554911250966
AD176,311.70058230028775
AD177,414.1414228620074
AD178,1231.3958701262356
AD179,874.7174548652677
AD180,79.57613243535376
AD181,1281.7169713440398
AD182,239.70351868628438
AD183,73.44189378785231
AD184,1321.6504409749236
AD185,465.1100611461993
AD186,1286.8633259972714
AD187,538.2397719211089
AD188,86.83014622772417
AD189,1100.2885828756832
AD190,382.55051675532485
AD191,143.39279949566819
AD192,621.3368532463678
AD193,96.51968731035048
AD194,355.291749706285
AD195,577.5286584253728
AD196,849.5473193823843
AD197,1203.6297500523733
AD198,268.29068826236585
AD199,140.57277573591185
AD200,611.7909215868984
AD201,1191.669155951439
AD202,136.06087506980603
AD203,563.76186621925
AD204,1121.070978893448
AD205,174.27656151291745
AD206,361.70309243052725
AD207,830.8662908177055
AD208,713.8760195422609
AD209,622.0455587025446
AD210,1885.6707309445376
AD211,380.3515996156138
AD212,1093.2132625678962
AD213,1332.6663671173696
AD214,392.41160049525945
AD215,604.862237560354
AD216,49.65929242542013
AD217,1485.567620236898
AD218,833.8548248445086
AD219,367.196801682405
AD220,394.04799983132597
AD221,447.285391522624
AD222,1308.577185424604
AD223,53.55922936151531
AD224,836.578108033939
AD225,470.8726463942078
AD226,1716.6568425845414
AD227,542.5394684765316
AD228,284.31086272702936
AD229,396.1542551428792
AD230,414.4011587134588
AD231,475.5055505511111
AD232,837.6516351358817
AD233,570.2839139192214
AD234,541.5055026716497
AD235,306.390802190603
AD236,360.5507792698379
AD237,433.99585919150815
AD238,719.1360920719251
AD239,831.7706090636691
AD240,1580.2226523133008
AD241,656.9629361721277
AD242,92.65475986320749
AD243,901.1091289810124
AD244,613.8676103846168
AD245,299.5699106742861
AD246,630.1667013940233
AD247,1383.527302642547
AD248,716.4649220728496
AD249,288.367450565646
AD250,808.6979216282392
AD251,637.7979235982874
AD252,1388.6503044919111
AD253,149.8184786547184
AD254,77.93714218323032
AD255,658.967734436583
AD256,115.60426118763571
AD257,1685.719493234116
AD258,555.6971538913684
AD259,241.12946399267892
AD260,690.8255595502549
AD261,152.6949175058093
AD262,42.18988063930755
AD263,668.4902308748123
AD264,335.4993157326693
AD265,718.4281208175597
AD266,294.7568974935768
AD267,141.05556047596252
AD268,1050.7290248511163
AD269,786.1942484231259
AD270,1501.7738722497643
AD271,205.0285908999439
AD272,512.8512274817142
AD273,100.16773844532993
AD274,275.12738906995423
AD275,864.0665657807401
AD276,196.60719080222015
AD277,56.59302015378433
AD278,754.2872099387029
AD279,280.86815293338026
AD280,804.8565276562231
AD281,412.1199140019846
AD282,1379.5763865225474
AD283,147.02686523371082
AD284,80.15450940155421
AD285,188.50611893226653
AD286,85.95900409412008
AD287,542.35366818571
AD288,290.3670422627326
AD289,95.53942771472644
AD290,1722.1410887454526
AD291,177.29815451299584
AD292,797.3474708515399
AD293,737.721448187583
AD294,796.7840605653854
AD295,275.4734762995392
AD296,543.2377772317662
AD297,54.285986984585875
AD298,757.8067335051256
AD299,874.1585958032638
AD300,313.4312387056051
AD301,157.90408282238405
AD302,373.11565504152014
AD303,518.468369339376
AD304,967.3513480708223
AD305,577.5748742016307
AD306,393.51654755002994
AD307,184.8819088579867
AD308,387.4554222986328
AD309,211.4417292093049
AD310,574.9103555011461
AD311,715.4221078988941
AD312,1858.0115159255715
AD313,1387.097594627728
AD314,150.72319099240815
AD315,727.3312783152686
AD316,531.7940447530017
AD317,1210.4621974930753
AD318,512.883873621644
AD319,345.71334005643183
AD320,465.0659502848441
AD321,1147.8851291240485
AD322,349.2270086434037
AD323,55.54194454504315
AD324,678.2439335374258
AD325,1222.4843171265607
AD326,458.448643743344
AD327,1265.88276967684
AD328,361.19327840774065
AD329,1158.4881579489352
AD330,835.6100658865917
AD331,457.58375653788073
AD332,470.9193934167145
AD333,394.6713116309211
AD334,377.43043479756403
AD335,254.83393901695064
AD336,87.30436619021152
AD337,512.5174746730728
AD338,232.34212602927113
AD339,1187.7368642486595
AD340,485.08341850974955
AD341,427.95739629197186
AD342,361.90197946050534
AD343,94.97766307186873
AD344,1345.6494826094656
AD345,173.67664131939472
AD346,496.6056340530864
AD347,984.362124454048
AD348,179.77383304855115
AD349,874.2880418691494
AD350,684.8545723202094
AD351,616.8147356093459
AD352,505.0863383802013
AD353,381.9147281296275
AD354,350.04805484373765
AD355,1550.4113143109214
AD356,423.37648031083336
AD357,73.4004373590987
AD358,503.8434579438294
AD359,150.62912953537653
AD360,781.5936132527132
AD361,140.4630068705642
AD362,199.49129747563762
AD363,903.864677112026
AD364,660.7324332207545
AD365,208.03326527643588
AD366,178.02454633150293
AD367,268.18939300180193
AD368,161.07552733981814
AD369,422.5768321315405
AD370,558.9670174511672
AD371,59.820791138274515
AD372,1377.48551164635
AD373,1396.3437716382257
AD374,215.85577032725584
AD375,806.3685918862368
AD376,683.3901048051652
AD377,1818.8158846664742
AD378,276.4309465210003
AD379,1246.590256747511
AD380,100.46511619883641
AD381,250.09601901797166
AD382,265.4121156661764
AD383,209.01897813627414
AD384,175.21951224525202
AD385,174.81227232068284
AD386,766.6334077977352
AD387,293.62643058863154
AD388,881.8623185991488
AD389,698.4921001509193
AD390,602.1411546102296
AD391,775.5264509020327
AD392,891.7237941998475
AD393,1353.858372198285
AD394,132.18666406007216
AD395,332.3140078671842
AD396,178.6231901513464
AD397,966.2876789753758
AD398,394.3486134205885
AD399,1283.6638933037639
AD400,197.16704143751133
AD401,851.0576331740587
AD402,216.22075367716744
AD403,734.3476460915377
AD404,1325.2805775364077
AD405,307.8508718865164
AD406,288.9514898077862
AD407,466.7479357214895
AD408,327.2363185070702
AD409,53.184509790096286
AD410,260.76034508548486
AD411,1010.856930207021
AD412,186.95660666011105
AD413,81.59068857411113
AD414,375.5042327842549
AD415,638.7474185122034
AD416,225.16704933516698
AD417,522.1916301321711
AD418,334.36169761189495
AD419,474.23934646152503
AD420,170.3731504667273
AD421,638.8550566572006
AD422,48.13803121787819
AD423,897.932034605435
AD424,362.7057052587796
AD425,568.1337355157027
AD426,320.4607864634074
AD427,288.24499376094565
AD428,1190.1834235830136
AD429,286.26070021020035
AD430,270.77678776643154
AD431,502.0841298309851
AD432,361.50007874395476
AD433,1411.0650448967258
AD434,432.4990976552489
AD435,609.6873320742529
AD436,85.92344486902367
AD437,256.99963691494315
AD438,499.8059571020893
AD439,76.87901561216466
AD440,81.09797163990761
AD441,432.19789064412885
AD442,352.7517453186175
AD443,469.4893362886232
AD444,285.3750695281117
AD445,968.7582103994813
AD446,276.74463212331335
AD447,1133.2330234828314
AD448,166.6829404943249
AD449,806.5699161680996
AD450,901.6364975855337
AD451,1157.2590803879386
AD452,642.4264615079649
AD453,392.0591902641241
AD454,503.03194371498864
AD455,720.5561617196504
AD456,254.68332815669802
AD457,196.1409401777396
AD458,57.10052094081964
AD459,212.90723684411861
AD460,1630.010138713755
AD461,1415.566955854231
AD462,570.3436018916707
AD463,1528.9453127385716
AD464,561.642664533391
AD465,47.19870466959947
AD466,1299.7427648814694
AD467,1096.67304838527
AD468,182.50223791182876
AD469,337.7928378719015
AD470,1457.8723279936514
AD471,397.39201569219966
AD472,567.4828353909212
AD473,200.7942263248887
AD474,661.3741391665792
AD475,943.9912151100149
AD476,1725.453369597201
AD477,888.370267800699
AD478,190.18847546717663
AD479,474.53498640729214
AD480,207.88396061785954
AD481,535.9600762861452
AD482,297.6657971420125
AD483,568.9504912601676
AD484,1353.0358383517175
AD485,1372.8296989945848
AD486,103.69185576329346
AD487,360.35132704619645
AD488,624.5080911190855
AD489,964.1267269713387
AD490,844.5766541853692
AD491,129.03265579100236
AD492,73.04069912967698
AD493,761.8603034456153
AD494,561.6131086663102
AD495,529.1839496858221
AD496,1214.256317445053
AD497,286.7422208478424
AD498,270.2583379538428
AD499,269.2862949844655
AD500,266.5394261942743
AD501,296.57332134407375
AD502,418.08963060099364
AD503,417.6318226510008
AD504,265.29208810200475
AD505,288.0029311936122
AD506,1203.68209775574
AD507,185.35785697571464
AD508,661.7750033045337
AD509,679.0921827864298
AD510,118.8192311696299
AD511,97.59643096931256
AD512,495.78058460649413
AD513,324.166153158581
AD514,93.13282899063971
AD515,125.29778444817369
AD516,342.1485962547492
AD517,331.95738889072396
